139,148,82
139,159,56
139,168,99
139,176,79
139,205,85
139,210,44
139,237,39
139,257,49
139,282,45
139,286,61
14,136,54
14,167,85
14,219,42
14,29,94
14,50,53
140,148,71
140,170,30
140,235,48
140,250,44
140,253,41
140,264,39
140,281,32
141,146,96
141,154,68
141,164,75
141,174,53
141,178,62
141,181,84
141,199,38
141,262,89
141,286,66
141,290,50
142,230,61
142,233,37
142,238,57
142,291,128
143,147,49
143,163,95
143,169,93
143,181,43
143,197,61
143,220,96
143,222,84
143,257,70
143,264,78
144,180,97
144,206,68
144,245,97
144,280,37
144,297,69
145,154,57
145,173,42
145,178,82
145,194,97
145,200,84
145,203,34
145,225,77
145,226,45
145,234,161
145,247,30
145,266,98
145,268,35
146,173,86
146,196,77
146,226,38
146,260,92
146,288,67
146,289,70
146,291,56
147,162,92
147,244,45
147,247,73
147,268,63
147,296,82
148,168,89
148,197,72
148,208,91
148,265,64
149,206,71
149,224,90
149,236,43
149,243,94
149,263,32
149,295,75
15,103,92
15,109,54
15,123,85
15,136,73
15,139,69
15,150,99
15,166,74
15,175,75
15,190,66
15,192,97
15,202,92
15,213,45
15,233,49
15,251,37
15,268,75
15,35,68
15,53,30
15,71,82
15,78,56
150,161,81
150,176,84
150,186,33
150,254,31
150,263,99
151,163,40
151,251,81
151,264,89
151,298,64
152,159,52
152,170,71
152,178,57
152,204,53
152,208,77
152,212,65
152,219,45
152,264,32
152,274,88
152,282,63
152,287,47
153,179,71
153,208,57
153,227,32
153,243,91
153,252,45
154,171,42
154,174,64
154,196,48
154,205,81
154,276,60
155,163,52
155,182,77
155,252,62
155,270,51
156,163,87
156,170,92
156,191,92
156,205,68
156,229,94
156,238,41
156,266,86
156,281,51
157,161,41
157,175,92
157,193,69
157,219,32
157,250,91
157,251,84
157,261,81
158,165,122
158,168,94
158,179,70
158,208,65
158,295,56
159,178,45
159,212,65
159,217,99
159,223,86
159,227,35
159,236,99
159,246,48
159,250,58
159,252,78
159,253,38
159,278,49
16,104,62
16,160,49
16,162,43
16,195,70
16,197,60
16,222,66
16,227,75
16,24,78
16,241,61
16,270,75
16,33,49
16,37,97
16,77,30
160,167,74
160,202,49
160,240,53
160,241,82
160,243,82
160,264,92
160,285,38
161,193,38
161,203,90
161,247,96
161,269,51
161,283,33
162,174,91
162,194,77
162,209,34
162,210,90
162,228,84
162,230,82
162,273,96
163,171,67
163,184,34
163,191,54
163,207,61
163,247,33
163,255,69
163,265,36
163,275,48
163,277,90
163,283,80
163,288,89
164,170,30
164,181,77
164,206,37
164,221,91
164,229,82
164,270,42
165,176,40
165,195,85
165,220,65
165,255,76
165,274,43
166,172,87
166,188,33
166,193,90
166,202,94
166,216,92
166,278,96
167,170,83
167,171,41
167,174,67
167,181,56
167,184,96
167,205,95
167,210,66
167,214,83
167,220,70
168,249,42
168,264,62
168,268,46
169,198,78
169,219,32
169,269,92
169,297,87
169,298,62
17,132,31
17,158,62
17,170,65
17,181,62
17,219,53
17,223,46
17,224,95
17,238,57
17,245,89
17,295,40
17,50,32
170,192,48
170,224,99
171,183,93
171,194,88
171,197,77
171,200,32
171,210,59
171,292,91
171,294,71
172,210,76
172,273,70
172,299,48
173,179,77
173,185,65
173,193,41
173,204,75
173,262,65
173,274,82
173,291,57
174,177,93
174,227,97
174,235,59
174,236,77
174,255,64
174,259,50
174,273,48
174,278,77
174,282,99
174,297,71
175,179,70
175,203,70
175,229,53
175,231,79
175,245,97
175,266,52
176,183,75
176,261,80
176,266,59
177,179,62
177,200,42
177,240,72
177,250,59
177,293,87
178,179,31
178,183,49
179,182,96
179,214,84
179,220,57
179,227,69
179,238,60
179,241,50
179,242,71
179,255,85
179,270,39
179,290,58
179,291,53
18,142,76
18,144,97
18,146,53
18,169,96
18,171,94
18,186,66
18,202,89
18,212,60
18,251,51
18,26,58
18,262,123
18,273,89
18,274,83
18,34,61
18,54,99
18,74,32
18,80,49
18,82,92
18,92,73
180,251,93
181,190,33
181,193,89
181,236,65
181,274,72
181,276,90
181,279,57
182,209,67
182,214,46
182,233,93
182,276,58
183,237,45
183,275,87
183,296,57
184,194,34
185,188,48
185,226,81
185,240,54
185,250,56
186,227,30
186,230,98
186,236,85
186,263,90
186,264,39
186,266,96
187,207,35
187,211,66
187,248,89
187,254,80
188,195,97
188,234,93
188,280,43
188,297,99
188,298,95
189,203,68
189,212,34
189,245,54
189,269,53
189,275,89
189,284,32
189,291,54
19,112,42
19,141,53
19,176,42
19,177,65
19,199,49
19,206,90
19,218,51
19,234,85
19,243,30
19,247,51
19,25,51
19,263,102
19,287,45
19,48,83
19,53,86
19,93,55
190,204,85
190,216,66
190,221,31
190,263,56
190,276,33
190,294,60
191,242,46
191,281,40
191,288,60
192,203,78
192,208,33
192,219,62
192,270,54
192,271,75
192,279,53
193,194,68
193,218,81
193,232,76
193,247,44
193,279,59
193,288,61
194,195,88
194,229,87
194,252,31
194,259,39
194,277,83
195,196,77
195,210,72
195,232,61
195,250,58
195,260,70
195,262,96
195,276,36
195,278,46
195,279,35
196,209,65
196,248,57
196,287,91
197,206,66
197,207,97
197,213,58
197,233,39
197,241,44
197,274,86
197,291,45
198,213,92
198,219,81
198,228,91
198,241,75
198,266,88
198,277,45
198,282,90
2,108,50
2,158,51
2,169,45
2,173,32
2,192,97
2,229,64
2,258,75
2,294,90
20,103,74
20,108,83
20,130,31
20,140,91
20,163,87
20,180,78
20,182,75
20,187,87
20,203,68
20,212,55
20,220,70
20,266,56
20,280,84
20,282,63
20,283,54
20,286,43
20,289,38
20,46,76
20,48,45
20,94,58
200,204,31
200,205,52
200,214,53
200,217,88
200,248,69
200,253,151
200,278,82
200,282,58
200,283,84
201,238,92
201,246,62
201,259,68
201,273,80
201,287,31
202,206,34
202,208,47
202,258,35
203,217,49
203,248,46
203,260,99
203,281,62
204,207,55
204,208,41
204,224,60
204,253,76
204,277,63
204,297,81
204,299,39
205,211,94
205,235,61
205,238,98
206,223,53
206,251,70
206,261,42
207,226,44
207,249,50
207,265,95
207,285,33
207,286,33
208,209,83
208,211,67
208,230,46
208,238,78
208,249,73
208,254,53
208,261,45
208,287,55
208,291,41
208,297,53
209,238,92
209,289,71
21,112,41
21,136,59
21,183,94
21,193,61
21,200,81
21,35,45
21,52,52
21,93,62
210,220,40
210,235,73
210,243,43
211,246,81
211,258,50
212,233,35
212,240,99
212,245,95
212,255,81
213,247,152
213,290,37
214,217,64
214,224,36
214,265,63
214,272,89
214,278,53
214,291,90
214,292,51
214,296,33
215,272,99
216,277,72
216,281,30
216,284,81
216,297,98
217,241,63
217,258,35
217,268,65
217,273,67
218,220,38
218,271,50
219,225,82
22,111,99
22,177,71
22,204,34
22,284,88
22,296,84
220,262,73
220,280,42
222,273,66
222,290,57
223,235,89
223,237,36
223,258,36
223,262,68
223,271,64
223,279,60
224,229,51
224,260,87
224,273,68
224,277,57
224,286,59
225,249,86
226,227,92
226,234,37
226,250,85
226,286,69
226,290,42
227,247,32
227,264,44
227,266,109
227,291,98
228,266,75
228,268,96
228,294,40
229,241,50
229,254,58
23,157,59
23,165,68
23,181,39
23,197,46
23,216,89
23,221,47
23,273,75
23,34,46
23,38,73
23,44,49
23,69,90
23,79,55
230,233,61
230,249,88
230,260,77
230,282,67
230,293,66
231,239,37
231,246,95
231,259,30
231,295,88
232,237,63
232,245,97
232,276,69
233,247,79
233,253,35
233,261,58
233,264,60
233,276,71
233,296,69
234,237,38
234,259,67
234,261,83
234,276,92
234,283,54
234,293,61
234,294,77
235,261,58
235,280,97
235,289,40
235,291,72
235,297,69
236,239,51
236,259,58
236,280,53
236,281,62
237,255,88
237,258,55
237,264,41
238,257,80
238,282,66
238,296,83
239,251,93
239,266,80
239,274,92
24,110,38
24,134,31
24,147,99
24,150,30
24,167,93
24,169,70
24,179,85
24,203,58
24,209,45
24,211,39
24,213,36
24,228,93
24,229,94
24,230,71
24,277,83
24,66,51
24,72,87
240,297,98
241,272,30
242,287,79
242,289,48
243,248,90
243,280,57
243,295,87
244,294,62
245,249,72
246,263,53
247,276,53
248,269,36
248,291,90
248,299,50
25,104,78
25,105,42
25,127,48
25,145,80
25,189,54
25,190,54
25,213,42
25,237,61
25,239,66
25,244,62
25,256,65
25,257,65
25,260,77
25,261,88
25,262,88
25,273,76
25,97,34
250,252,35
251,289,50
251,290,77
251,291,41
252,257,91
252,271,65
252,294,83
253,272,34
253,279,59
254,274,85
254,276,78
254,282,76
255,268,37
256,262,78
256,272,35
256,290,77
258,273,59
258,287,43
26,100,89
26,105,87
26,114,70
26,137,67
26,145,48
26,181,68
26,200,81
26,229,46
26,236,38
26,287,92
26,72,81
26,98,42
260,266,67
260,270,93
261,272,79
261,273,88
261,274,98
262,269,30
262,276,70
262,295,86
263,286,33
264,284,91
265,270,40
266,298,48
267,283,92
268,295,69
27,115,33
27,125,92
27,130,35
27,133,54
27,160,53
27,171,84
27,186,93
27,196,83
27,203,84
27,220,64
27,297,78
270,273,74
272,275,55
272,292,72
273,277,34
274,293,97
275,282,90
275,290,66
279,293,66
279,298,43
28,102,77
28,145,43
28,161,58
28,167,35
28,173,94
28,194,58
28,210,97
28,213,76
28,228,70
28,234,86
28,240,98
28,249,71
28,263,74
28,275,79
28,276,48
28,37,42
28,42,40
28,52,84
28,53,51
28,58,56
28,63,78
28,79,50
28,84,96
280,282,56
281,284,76
281,286,72
283,294,61
284,285,38
284,287,74
286,296,65
287,299,93
29,108,94
29,117,97
29,140,42
29,164,30
29,174,90
29,188,58
29,202,36
29,209,97
29,245,54
29,247,68
29,252,49
29,270,36
29,286,54
29,292,82
29,42,33
29,82,31
290,297,53
291,292,98
293,299,80
294,296,85
294,298,39
3,121,95
3,124,70
3,145,99
3,159,49
3,173,36
3,189,74
3,20,98
3,21,37
3,220,117
3,236,65
3,254,68
3,266,41
3,269,68
3,286,51
3,69,65
30,152,79
30,196,59
30,201,69
30,208,33
30,220,47
30,268,95
30,93,51
31,110,37
31,116,59
31,130,94
31,152,54
31,158,36
31,163,77
31,173,78
31,183,95
31,223,54
31,265,39
31,278,80
31,40,82
31,55,46
32,152,46
32,238,83
32,296,92
32,298,79
32,62,85
32,68,78
32,95,66
33,101,50
33,117,81
33,137,59
33,153,89
33,173,51
33,208,110
33,212,75
33,223,45
33,238,92
33,272,57
33,295,99
33,59,51
33,88,32
34,142,38
34,206,35
34,242,61
34,263,55
34,265,74
34,282,38
35,102,45
35,120,62
35,128,36
35,150,36
35,151,43
35,163,39
35,177,76
35,184,93
35,217,97
35,226,54
35,284,80
35,298,89
35,49,57
35,65,75
35,70,77
35,74,63
35,80,63
35,84,84
35,95,79
35,97,35
36,100,59
36,157,65
36,172,56
36,178,71
36,220,99
36,248,30
36,276,56
36,277,88
36,295,49
36,44,40
36,47,70
36,58,40
37,130,43
37,168,41
37,172,43
37,181,87
37,189,64
37,193,62
37,291,90
37,55,71
37,72,81
37,85,43
37,92,61
38,101,47
38,109,97
38,124,34
38,148,54
38,153,82
38,167,78
38,179,87
38,206,47
38,207,52
39,111,56
39,150,81
39,158,51
39,170,55
39,184,53
39,187,80
39,188,45
39,216,31
39,230,89
39,244,44
39,251,69
39,282,46
39,284,51
39,288,36
39,298,42
39,50,63
39,54,71
39,55,55
39,68,37
39,81,97
4,123,53
4,158,63
4,178,34
4,184,90
4,186,96
4,191,33
4,197,88
4,206,47
4,245,30
4,25,96
4,26,106
4,276,66
4,64,35
4,77,58
4,80,65
4,82,44
4,85,82
40,113,66
40,153,30
40,156,37
40,176,99
40,217,57
40,219,81
40,228,48
40,245,39
40,42,61
41,141,44
41,164,76
41,193,34
41,224,67
41,233,42
41,291,89
41,52,30
41,82,59
41,97,71
42,101,96
42,118,70
42,124,46
42,138,80
42,173,44
42,179,63
42,187,47
42,86,59
43,100,52
43,136,53
43,184,98
43,195,36
43,228,41
43,262,56
43,60,78
43,85,42
44,102,92
44,165,46
44,179,81
44,186,68
44,216,57
44,221,31
44,252,63
44,264,41
44,266,52
44,281,83
44,45,75
44,91,62
44,94,46
45,114,99
45,128,99
45,130,70
45,192,30
45,199,97
45,214,95
45,226,36
45,239,66
45,242,35
45,268,34
46,111,53
46,164,40
46,181,53
46,186,68
46,213,67
46,218,40
46,230,68
46,262,88
46,291,37
46,87,58
46,98,41
47,128,79
47,131,83
47,166,74
47,181,57
47,189,46
47,193,87
47,194,58
47,199,35
47,226,80
47,245,46
47,273,41
47,282,51
47,283,43
47,296,51
47,67,67
47,68,41
47,71,67
47,77,92
48,122,32
48,215,95
48,219,75
48,233,30
48,277,66
48,60,57
48,66,36
48,68,62
48,79,73
48,87,53
48,88,76
48,92,41
49,106,56
49,139,98
49,174,30
49,189,45
49,211,59
49,240,47
49,55,58
49,97,89
49,98,71
5,138,33
5,163,96
5,173,76
5,176,83
5,192,88
5,226,70
5,236,85
5,295,64
5,30,42
5,45,32
5,53,48
5,70,87
5,8,32
50,104,84
50,109,97
50,134,70
50,187,32
50,209,93
50,220,68
50,246,98
50,250,59
50,262,74
50,284,79
50,76,86
50,87,45
51,178,38
51,183,39
51,194,40
51,208,97
51,213,60
51,242,31
51,284,47
51,55,65
51,72,59
52,104,31
52,117,84
52,122,55
52,142,52
52,207,80
52,252,98
52,253,41
52,275,73
52,278,55
52,283,60
52,75,37
52,84,55
53,122,79
53,136,59
53,139,32
53,208,90
53,214,39
53,215,81
53,290,84
54,106,89
54,136,62
54,171,62
54,229,91
54,292,81
54,58,96
54,68,63
54,93,41
55,104,91
55,194,74
55,203,67
55,213,75
55,282,33
55,71,84
56,120,45
56,122,95
56,148,63
56,175,43
56,214,68
56,224,79
56,238,86
56,262,65
56,84,42
57,105,31
57,123,86
57,192,79
57,235,63
57,252,46
57,90,90
58,275,75
58,292,55
58,68,31
58,86,65
59,106,72
59,111,43
59,112,55
59,116,39
59,117,60
59,174,61
59,181,34
59,191,44
59,212,61
59,232,94
59,234,70
59,245,79
59,252,46
59,282,33
59,284,82
59,293,84
59,65,49
6,130,60
6,157,91
6,167,54
6,178,35
6,186,36
6,217,78
6,231,44
6,275,65
6,65,95
6,70,38
6,81,64
60,104,64
60,117,97
60,132,37
60,156,72
60,215,88
60,219,56
60,237,92
60,261,31
60,262,33
60,276,52
60,284,40
60,286,96
60,62,89
60,79,41
60,86,53
61,113,96
61,126,47
61,136,35
61,175,48
61,200,71
61,230,39
61,232,46
61,266,31
61,68,52
61,78,47
61,82,97
61,95,94
61,98,69
62,109,64
62,173,91
62,180,33
62,189,158
62,206,62
62,211,69
62,214,76
62,226,51
62,236,50
62,264,51
62,267,31
62,270,84
62,63,76
62,86,76
62,87,37
63,113,72
63,124,94
63,206,64
63,214,41
63,245,58
63,250,71
63,265,65
63,273,51
63,274,55
63,282,84
63,295,70
63,66,93
63,70,65
63,85,98
64,104,89
64,123,47
64,131,51
64,133,39
64,175,94
64,197,84
64,233,88
65,114,52
65,117,48
65,188,67
65,190,94
65,204,88
65,253,55
65,273,50
65,71,59
66,106,57
66,110,76
66,123,51
66,135,59
66,140,77
66,172,75
66,198,76
66,201,97
66,209,31
66,238,46
66,278,42
66,292,49
66,293,35
67,104,34
67,138,55
67,143,69
67,186,63
67,194,115
67,201,42
67,253,50
67,267,40
67,270,86
67,277,35
67,282,87
67,284,34
68,115,41
68,135,73
68,159,98
68,190,80
68,194,57
68,207,35
68,220,91
68,224,43
68,234,36
68,236,51
68,245,95
68,262,79
68,276,84
68,284,49
68,91,35
69,108,48
69,129,98
69,177,30
69,198,85
69,241,46
69,257,97
69,297,63
7,10,33
7,104,72
7,105,47
7,112,81
7,127,84
7,130,44
7,135,95
7,171,166
7,224,91
7,295,77
70,116,69
70,179,32
70,190,80
70,208,97
70,279,90
70,88,46
71,139,60
71,164,33
71,169,45
71,184,39
71,222,74
71,224,64
71,230,59
71,247,59
71,252,38
71,266,39
71,275,59
71,276,79
71,80,81
71,85,96
71,94,83
72,130,45
72,138,84
72,167,42
72,189,46
72,198,59
72,231,36
72,238,69
72,249,36
72,258,96
72,264,95
72,299,46
72,82,30
73,103,61
73,108,55
73,116,50
73,162,87
73,178,71
73,180,66
73,264,88
73,276,84
73,93,83
74,101,47
74,220,57
74,275,88
74,94,45
75,110,84
75,126,93
75,139,56
75,165,39
75,171,78
75,192,53
75,193,39
75,210,54
75,262,32
75,275,42
76,100,33
76,103,61
76,121,36
76,149,97
76,176,57
76,180,96
76,216,98
76,219,56
76,223,43
76,250,41
76,256,56
76,282,92
77,106,44
77,127,76
77,136,49
77,140,84
77,151,58
77,153,55
77,161,78
77,164,46
77,177,75
77,204,30
77,214,56
77,222,37
77,234,80
77,264,73
78,127,56
78,130,81
78,150,88
78,179,34
78,185,34
78,207,76
78,208,65
78,227,81
78,236,53
78,282,66
79,107,51
79,159,98
79,217,87
79,224,35
79,230,92
79,261,34
79,281,58
79,285,63
79,290,44
8,105,47
8,120,84
8,177,41
8,18,82
8,193,50
8,214,80
8,287,70
8,291,58
80,104,45
80,109,98
80,158,38
80,162,31
80,269,38
81,120,93
81,127,39
81,137,54
81,139,46
81,190,64
81,224,87
81,259,31
81,274,86
81,97,31
82,109,32
82,125,36
82,149,96
82,170,58
82,195,95
82,207,45
82,231,57
82,247,30
82,248,58
82,270,57
82,275,40
82,85,32
83,179,69
83,189,34
83,197,86
83,211,75
83,213,30
83,255,40
83,268,77
83,99,127
84,111,77
84,121,85
84,143,36
84,148,61
84,152,71
84,190,36
84,206,94
84,246,32
84,296,40
84,297,60
84,86,77
84,88,72
84,96,94
85,123,53
85,130,92
85,150,56
85,153,34
85,158,61
85,196,39
85,217,31
85,224,64
86,112,92
86,154,88
86,170,43
86,174,53
86,193,79
86,260,61
86,286,80
86,289,41
86,292,35
86,88,94
87,106,38
87,109,67
87,123,80
87,133,75
87,162,35
87,176,45
87,186,85
87,200,60
87,207,89
87,217,35
87,230,90
87,253,40
87,282,76
88,119,82
88,134,42
88,195,56
88,216,62
88,229,83
88,236,36
88,240,39
88,245,34
88,257,91
88,259,41
88,266,30
88,295,83
88,96,97
88,99,78
89,126,82
89,162,35
89,186,94
89,273,76
9,117,89
9,119,89
9,128,78
9,14,69
9,172,72
9,178,60
9,23,61
9,251,40
9,275,58
9,286,45
9,288,38
9,40,55
9,41,86
9,63,77
9,92,90
90,117,46
90,156,69
90,196,84
90,255,77
90,270,60
90,93,87
91,123,34
91,132,51
91,158,71
91,214,47
91,231,62
91,253,45
91,264,61
91,268,34
91,274,85
92,116,50
92,119,44
92,132,99
92,139,73
92,147,61
92,159,62
92,202,90
92,207,50
92,214,66
92,216,84
92,223,63
92,224,39
92,232,41
92,266,61
92,298,73
92,98,60
93,136,96
93,141,57
93,143,73
93,160,98
93,161,89
93,169,62
93,177,83
93,190,36
93,193,38
93,204,58
93,233,38
93,274,66
93,283,81
94,101,107
94,106,57
94,109,52
94,114,93
94,127,72
94,163,86
94,165,69
94,186,78
94,187,41
94,231,90
94,270,95
94,294,69
94,97,83
95,136,79
95,164,85
95,173,83
95,207,95
95,215,49
95,235,65
95,240,98
95,253,68
95,273,45
96,112,58
96,127,37
96,132,33
96,151,82
96,276,63
97,127,63
97,282,86
98,152,76
98,159,98
98,178,93
98,193,74
98,202,51
98,212,90
98,244,94
98,246,91
98,259,55
98,265,33
98,282,157
99,107,105
99,135,66
99,176,76
99,192,97
99,203,40
99,206,83
99,248,33
99,290,72
